shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
2,http://emalls.ir//files/shoplogo/ujjemxy5ykuoerqe3zx8kh71rrlcbc48nrt0m3oqd7u0fazcoo[medium].png,زوم ایکیا,https://emalls.ir//Shop/45594/,45594,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,سید محمد رضا گلستانی,۰۷۷۳۵۳۱۲۳۷۵,محله : دواس - کوچه میبد - کوچه دریا 15 - پلاک : 18.0 - طبقه : همکف,zoomdigital [dot] ir [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:18.191168+00:00,بوشهر - بندر بوشهر,7 ماه و 22 روز,https://zoomikaa.ir/,دارد (یک ستاره) معتبر تا 1 سال و 3 ماه و 12 روز,
3,http://emalls.ir/src/shop-default.svg,قهوه و چای مون کافی,https://emalls.ir//Shop/44693/,44693,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,شایان فرهادیان,۰۷۱۳۶۲۸۵۹۲۵,عفیف آباد، خیابان قصردشت، کوچه 59 ک 59/4، پلاک: 0.0، طبقه: همکف,shayan [dot] farhadian [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:18.591209+00:00,فارس - شیراز,8 ماه و 7 روز,https://www.mooncoffee.ir/,دارد (یک ستاره) معتبر تا 1 سال و 29 روز,
2,http://emalls.ir/src/shop-default.svg,دکتر مزاج,https://emalls.ir//Shop/45591/,45591,اینترنتی,,,عدم همکاری با ایمالز,علی مهدیان,۰۲۱۷۷۸۲۲۰۳۸,نارمک خ سهیلیان پ ۳۷۴,doctormezaj [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:18.701157+00:00,تهران - تهران,--,https://drmezaj.com/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/2ezlti6btafjtgx7v8mc5gei231ow5e3m5ejhd8fsdxehewo8a[medium].png,سمیه روحی,https://emalls.ir//Shop/54040/,54040,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,سمیه روحی,۰۱۳۳۲۱۳۴۳۲۷,محله: رودبارتان، کوچه شاه عمو، خیابان رودبارتان، پلاک: 75.0، طبقه: همکف،,info [at] somayehrouhi [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:19.055999+00:00,گیلان - رشت,1 ماه و 13 روز,https://somayehrouhi.ir/,,
5,http://emalls.ir/src/shop-default.svg,ذن پرفیوم,https://emalls.ir//Shop/50286/,50286,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,توحید بلوری,۰۴۱۳۶۶۷۵۸۰۲,چهارراه باغشمال بطرف تقاطع حافظ بالاتر از هماراسیستم پلاک 54,tohid [dot] bolouri [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:19.391174+00:00,آذربایجان شرقی - تبریز,4 ماه,https://www.zenperfume.ir/,دارد (یک ستاره) معتبر تا 7 ماه و 17 روز,
3,http://emalls.ir//files/shoplogo/e1kee2duiakbj65u1xdies3nag28f8zg1ymyqeb8la688pampv[medium].jpeg,شهرآرا نووین,https://emalls.ir//Shop/40970/,40970,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمدرضا قهرمانی,۰۲۱۸۸۲۴۰۴۰۸,تهران خیابان پاتریس لومومبا کوچه سیامکی پلاک 33,mohamadghahremani119 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:19.904572+00:00,تهران - تهران,1 سال,https://shahraranovin.com/,دارد (یک ستاره),
4,http://emalls.ir/src/shop-default.svg,بندرکالا آنلاین,https://emalls.ir//Shop/40594/,40594,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,میثم کشاورزی,۰۷۱۳۶۷۵۴۳۷۴,همایجان، چشمه تلخو، محله: چشمه تلخ، کوچه ( عدل )، خیابان آزادی، پلاک: 0.0، طبقه: همکف,bandarkalaonline [at] outlook [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:20.505782+00:00,فارس - سپیدان,1 سال و 10 روز,https://bandarkalaonline.com/,دارد (یک ستاره) معتبر تا 7 ماه و 9 روز,
3,http://emalls.ir/src/shop-default.svg,دوران,https://emalls.ir//Shop/43105/,43105,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,سینا کریم زاده,۰۲۱۴۳۵۸۵۲۰۱,,sina [dot] karimzadeh8084 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:20.770279+00:00,تهران - تهران,9 ماه و 13 روز,,,
2,http://emalls.ir/src/shop-default.svg,تویینز پلیت,https://emalls.ir//Shop/43660/,43660,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,نرگس نظري,۰۲۱۵۵۰۸۲۳۶۳,میدان شوش، کوچه مقاریان، خیابان شهیدمحمدحسن دشتبان زاده، پلاک: 0.0، تجاری نور، طبقه: 1، واحد: 452,mehdikhazeni8 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:20.885448+00:00,تهران - تهران,8 ماه و 26 روز,twinsplate.ir,دارد (یک ستاره) معتبر تا 1 سال و 7 روز,
3,http://emalls.ir//files/shoplogo/475rm5sauid46ggghbotyogfzzu6v217oy53sln7omhy1bxpwa[medium].png,تراست کالا,https://emalls.ir//Shop/41623/,41623,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,صابر رمیم,۰۲۱۵۵۴۰۴۹۸۷,محله: مخصوص، خیابان کمیل، خیابان خرمشهر، پلاک: 150.0، طبقه: 2، واحد: شمالی,info [at] trustkala [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:21.225463+00:00,تهران - تهران,11 ماه و 8 روز,https://trustkala.com/,دارد (یک ستاره),
4,http://emalls.ir/src/shop-default.svg,گوزلر,https://emalls.ir//Shop/36882/,36882,اینترنتی,,,عدم همکاری با ایمالز,ندایوسفی کرندق ,۰۹۳۷ ۴۵۳ ۵۰۸۸,محله: محله، کوچه شهید محمد علی نصیری، بن بست ((زندی))، پلاک: 9.0، طبقه: همکف,nedayosefi7878 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:21.776070+00:00,تهران - قدس,--,http://gozler.ir/,دارد (صفر ستاره),
3,http://emalls.ir//files/shoplogo/keryuha7tbktec6q6mdkijlc44rczgktjux5ua5o5lsqlknyfp[medium].jpeg,آمیتیست,https://emalls.ir//Shop/44166/,44166,اینترنتی,,,عدم همکاری با ایمالز,محمد حسن بهمن زاده,۰۹۱۷۳۳۷۵۱۹۶,فارس- شیراز- میدان معلم- همت جنوبی,m [dot] hassan [dot] bahman [dot] zade1990 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:22.007575+00:00,فارس - شیراز,--,https://hosna196.ir/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 28 روز,
2,http://emalls.ir/src/shop-default.svg,لوازم خانگی مردانی,https://emalls.ir//Shop/49237/,49237,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد مردانی,۰۳۸۳۳۲۳۲۹۸۷,میزدج علیا، کران، کوچه ((فرعی))، بن بست ((فتح اله اسماعیلی))، پلاک: 85.0، طبقه: همکف,maryamteymoory722 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:22.117220+00:00,چهار محال بختیاری - فارسان,4 ماه و 27 روز,https://lavazemkhanegimardani.ir/,دارد (یک ستاره) معتبر تا 29 روز,
4,http://emalls.ir/src/shop-default.svg,ابزار آرش,https://emalls.ir//Shop/48976/,48976,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,آرش مبلی فرد,,شاتره، کوچه شقایق، بزرگراه آیت اله سعیدی، پلاک: 330.0، محمدی، طبقه: همکف،,arashmoblifard64 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:22.361603+00:00,,5 ماه و 3 روز,https://geniustoolsiran.com/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/sf2m665dqf7sfu1d6j1vgclczhuarjyyth2zo7648up7hstz6i[medium].jpeg,جم اسپرت,https://emalls.ir//Shop/50584/,50584,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مرضیه عسگری,۰۲۱۵۶۱۴۴۱۵۷,کوچه شهید جمال طهماسبی - بلوار بسیج - تجاری میلادنور - پلاک : 0.0 - طبقه : -1 - واحد : 1,marziyeasgari7 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:22.685503+00:00,تهران - اسلام‌شهر,3 ماه و 24 روز,https://gem-sport.ir/,دارد (یک ستاره) معتبر تا 1 سال و 7 ماه و 4 روز,
2,http://emalls.ir/src/shop-default.svg,رپلتک,https://emalls.ir//Shop/43665/,43665,اینترنتی,,,عدم همکاری با ایمالز,علیرضا نقی زاده,۰۲۱۸۸۶۲۸۱۴۸,یوسف آباد، خیابان شهید عبدالمجید اکبری، خیابان سی و هفتم، پلاک: 1.0، طبقه: 2,info [at] repelltech [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:22.922547+00:00,تهران - تهران,--,repelltech.com,دارد (یک ستاره) معتبر تا 8 ماه و 10 روز,
2,http://emalls.ir//files/shoplogo/3hdzt8180e2q8u68okxpju8s3kzbpzfcprr1jrxlbr15lw2sx2[medium].png,بایفون,https://emalls.ir//Shop/43666/,43666,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43666,عدم همکاری با ایمالز, ارتباط طلایی پندار ,۰۲۱۶۶۷۱۷۷۵۴,محله: چهارراه حافظ، خیابان حافظ، خیابان جمهوری اسلامی، پلاک: 587.0، خانه موبایل، طبقه: 5، واحد: 511, info [at] buyfon [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989121939357,https://t.me/looopaz,https://instagram.com/buyfon.ir",چهارشنبه ۳ بهمن,2025-01-22 15:04:23.178753+00:00,تهران - تهران,--,https://buyfon.ir/,دارد (یک ستاره),
2,http://emalls.ir/src/shop-default.svg,گالری اداری,https://emalls.ir//Shop/45587/,45587,اینترنتی,,,عدم همکاری با ایمالز,ایوب ابراهیمی میمند,۰۳۴۳۴۱۲۱۴۵۳,قطب آباد، خیابان شهید کوچکعلی اسدی، کوچه شهید کوچکعلی اسدی 10، پلاک: 3.0، طبقه: همکف,ayubebrhmi [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989140483368,چهارشنبه ۳ بهمن,2025-01-22 15:04:23.501948+00:00,کرمان - شهر بابک,--,https://galleryedari.ir/,دارد (یک ستاره),
2,http://emalls.ir/src/shop-default.svg,موبایل بارکد کرج,https://emalls.ir//Shop/45588/,45588,اینترنتی,,,عدم همکاری با ایمالز,حسن قریب,۰۲۶۳۴۰۰۱۲۳۵,محله : بهار - کوچه شهید دهقان - خیابان شهید شرع پسند(بهار) - بهار - پلاک : 0.0 - طبقه : همکف,mobile [dot] baarcode056 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989120569535,https://t.me/mobo_barcode,https://instagram.com/mobile.baarcode",چهارشنبه ۳ بهمن,2025-01-22 15:04:23.858662+00:00,البرز - کرج,--,https://mobilebaarcode.ir/,دارد (یک ستاره) معتبر تا 1 سال و 4 ماه و 5 روز,
2,http://emalls.ir/src/shop-default.svg, آلفا اسپرت,https://emalls.ir//Shop/50324/,50324,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,نرگس خان احمدی,,مهران، خیابان شهید حمیدرضا دانشفر، بن بست هفتم، پلاک: 2.0، طبقه: 2، واحد: شرقی,nargesskhanahmadi [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:24.109120+00:00,تهران - تهران,4 ماه,https://alfasportgroup.com/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 15 روز,
2,http://emalls.ir/src/shop-default.svg,ایلیا سیستم,https://emalls.ir//Shop/53743/,53743,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مهدی جلوخانی نیارکی,۰۲۱۴۶۱۴۹۴۸۶,کوچه 12 فروردین - خیابان آزادی - تجاری اداری صدف - پلاک : 123.0 - طبقه : -1 - واحد : 4,iliya [dot] j [dot] 1385 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:24.220269+00:00,تهران - قدس,1 ماه و 19 روز,https://iliyasystem.ir/,دارد (یک ستاره) معتبر تا 1 سال و 10 ماه و 9 روز,
2,http://emalls.ir/src/shop-default.svg,دیجی فوت,https://emalls.ir//Shop/45589/,45589,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,امیرمهدی بهرمندزاده,۰۳۴۴۳۲۶۲۶۱۷,مالک اشتر - کوچه مالک اشتر 17 - بن بست دوم - پلاک : 0.0 - طبقه : همکف,amirmhde6578 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989130509612,چهارشنبه ۳ بهمن,2025-01-22 15:04:24.454794+00:00,کرمان - جیرفت,7 ماه و 22 روز,https://digifot.ir/,دارد (یک ستاره) معتبر تا 1 سال و 4 ماه,
2,http://emalls.ir//files/shoplogo/qe8huikeqefohfqdzj8dy1am7ltpu360vc7b0tvv1gam4l3qxd[medium].png,جواهر لوکس,https://emalls.ir//Shop/3821/,3821,اینترنتی,,,قطع همکاری با ایمالز,جواهر لوکس,۰۵۱۳۸۵۹۲۲۵۵,"خراسان رضوی مشهد بلوار طبرسی اول 58 - صاحب الزمان غربی 12 - ده متری اول - پلاک 4
",javaherlux [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:24.800951+00:00,خراسان رضوی - مشهد,--,https://javaherlux.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/ymln8mxvu3mn8tkvuthozxn1sic44gs3klck5va81tkh0bueqf[medium].png,کرمیت شاپ,https://emalls.ir//Shop/38366/,38366,اینترنتی,,,عدم همکاری با ایمالز,حسین قربانعلی,۰۲۱۳۳۰۹۶۶۹۷,حسین آباد دولاب، کوچه صاحب الزمان، خیابان اله اکبر، پلاک: 0.0، مسکونی عرش، بلوک شقایق، طبقه: 3، واحد: 35,elyasghorbanali2148 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:25.237474+00:00,تهران - تهران,--,https://kermit-shop.com/,دارد (یک ستاره),
2,http://emalls.ir/src/shop-default.svg,کیف وکفش آیسا ,https://emalls.ir//Shop/44096/,44096,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,سحر دلاکه ,,شهیدمحمدرضا نظری، کوچه پنجم، خیابان شهید محمدرضا نظری، پلاک: 73.0، طبقه: همکف،,sahardalakeh2 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:25.464930+00:00,گیلان - رشت,8 ماه و 16 روز,https://kif-kafsh-aysaa.ir/,دارد (یک ستاره) معتبر تا 28 روز,
2,http://emalls.ir/src/shop-default.svg,سابقی استور,https://emalls.ir//Shop/53729/,53729,اینترنتی و حضوری,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~53729,عدم همکاری با ایمالز,احمد سابقی,۰۲۱۳۳۱۳۵۲۱۹,محله: سه راه امین حضور، خیابان شهید عبدالرضاشیرازی، خیابان ری، پلاک: 711.0، سهامی، طبقه: -1، واحد: 42،,info [at] sabeghistore [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989019732426,https://t.me/ahmadsabeghii,https://instagram.com/lavazem.khanegi_sabeghi",چهارشنبه ۳ بهمن,2025-01-22 15:04:25.801714+00:00,تهران - تهران,--,https://www.sabeghistore.ir/,,
2,http://emalls.ir//files/shoplogo/2zrat77b85qxbp1jk3ekbwkw3u26nvs40vaz5jjnkpu5djmtjf[medium].jpg,کیپ کپ,https://emalls.ir//Shop/49233/,49233,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,رامتین حسین پور,۰۹۲۱۲۵۳۶۷۳۱,دانش - خیابان زرنان - خیابان جهاد - پلاک : 2.0 - طبقه : همکف,info [at] kipkap [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989212536431,https://t.me/kipkap_sup,https://instagram.com/kipkap.ir",چهارشنبه ۳ بهمن,2025-01-22 15:04:25.938152+00:00,تهران - قدس,4 ماه و 27 روز,https://kipkap.ir/,دارد (یک ستاره) معتبر تا 5 ماه و 11 روز,
2,http://emalls.ir/src/shop-default.svg,بومینت,https://emalls.ir//Shop/53742/,53742,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,سیدحمید کلالی,۰۲۱۷۷۰۱۲۵۱۹,تجریش - محله : حکمت - کوچه شهید مجید رمضانیان - بن بست شفیعی بن دوم - پلاک : 8.0 - طبقه : 3,boominet [dot] sup [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:26.051362+00:00,تهران - تهران,1 ماه و 19 روز,https://boominet.com/,دارد (یک ستاره) معتبر تا 1 سال و 10 ماه و 2 روز,
2,http://emalls.ir/src/shop-default.svg,قصر,https://emalls.ir//Shop/50323/,50323,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مظاهر ضرابی,۰۲۵۳۴۲۲۳۰۰۷,جوادالائمه، کوچه مظفری نیا8[نیایش]، بلوار ولیعصر، پلاک: 155.0، طبقه: همکف،,info [at] ghasrstore [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:26.306182+00:00,قم - کهک,4 ماه,https://ghasrstore.com/,دارد (یک ستاره) معتبر تا 11 ماه و 2 روز,
2,http://emalls.ir/src/shop-default.svg,ابزار بهرادیان,https://emalls.ir//Shop/43653/,43653,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد حسین کرکی,۰۲۱۶۶۷۳۱۵۸۴,میدان حسن آباد، خیابان شهید دکتر فیاض بخش، خیابان وحدت اسلامی، پلاک: 877.0، بازارحسن آباد، طبقه: 1، واحد: 13,behradiantools [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989124731993,چهارشنبه ۳ بهمن,2025-01-22 15:04:26.653381+00:00,تهران - تهران,8 ماه و 26 روز,https://behradian.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/04jlnltaa08330z4h5u0rot3kp5xiyqt1r6lz40ryyv1uffs3c[medium].png,فروش قهوه ,https://emalls.ir//Shop/3833/,3833,اینترنتی,,,عدم همکاری با ایمالز,حسام رییسیان,۰۲۵۳۳۳۶۴۰۹۶-۰۹۱۳۲۱۹۹۱۰۵,"قم قم محله بنیاد، خیابان شهید کریمی، خیابان شهید حقانی، کوچه حقانی ۱۱ (نبش)، پلاک ۱، طبقه اول
",hrae6464 [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:26.907340+00:00,قم - قم,--,http://coffeesell.ir/,دارد (یک ستاره) معتبر تا 8 ماه و 17 روز,
2,http://emalls.ir//files/shoplogo/uc3nzo1a3zfgdktnohssfonfekyijqm1c1ihglykt3x8y3tmcd[medium].png,رادین کالا غفاری,https://emalls.ir//Shop/40436/,40436,اینترنتی,,,عدم همکاری با ایمالز,سیدعلی غفاری,۰۲۱۶۶۶۴۲۷۲۶,محله: شهرک چشمه، بلوار دهکده المپیک، خیابان شهید غلامرضا رحیمی (21)، پلاک: -5.0، طبقه: 3,info [at] radinkalaghaffari [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:04:27.236717+00:00,تهران - تهران,--,https://radinkalaghaffari.com/,دارد (یک ستاره) معتبر تا 9 ماه و 4 روز,
