shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
6,http://emalls.ir//files/shoplogo/jfwa5173rbkgwnrjuadaqhzjafep2vdpfdt7hk4w7ilo8pyto2[medium].png,تجهیزات ورزشی جهان (ناصریان) ,https://emalls.ir//Shop/31062/,31062,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,ميلاد ناصريان,۰۹۹۰۴۶۴۷۰۰۲,محله: چیتگر، بلوار شهید مظفر، خیابان هامون، پلاک: 0.0، آسمان 6 - بلوک A6 (آ 6)، طبقه: 1، واحد: 11,milad [dot] naseriyan [at] hotmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:00.529051+00:00,تهران - تهران,2 سال و 15 روز,https://naserianstore.ir/,دارد (یک ستاره),
8,http://emalls.ir//files/shoplogo/c6aercv63e8bfmtcfd0s24lx6z8503za8muuaz8r4fxkrbechw[medium].png,موبایل داداش,https://emalls.ir//Shop/5404/,5404,اینترنتی,,,عدم همکاری با ایمالز,وحید میکایلی,۰۵۱۳۳۱۲۴۲۲۰,مشهد - سیدی - بین سحر 31 و 33,hazem [dot] sanat [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:01.193617+00:00,خراسان رضوی - مشهد,--,https://mobiledadash.com/,دارد (یک ستاره),
10,http://emalls.ir/src/shop-default.svg,رث گرافیک,https://emalls.ir//Shop/35760/,35760,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,سيداميرحسين مدرس صادقي,۰۸۸۵۴۴۰۵۰,خیابان صنعت یکم، بن بست حرفه و فن، پلاک: 7.0، طبقه: همکف,bavarkarino [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:01.874177+00:00,تهران - قدس,1 سال و 5 ماه و 24 روز,https://rathgraphic.ir/,دارد (یک ستاره),
6,http://emalls.ir//files/shoplogo/0nije6dtsd85nzufocbg2fzybp3ahdy4p1eaqfdvfe4naeyq5v[medium].png,تلوبایل,https://emalls.ir//Shop/34091/,34091,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~34091,غیرفعال به دلیل نداشتن نماد,عليرضا ملكزاده قلعه قاسمي,۰۳۱۵۲۲۲۷۵۵۵,حافظ، کوچه شریعت 1، خیابان دکتر علی شریعتی، پلاک: 0.0، گلریز، طبقه: -1، واحد: 17،,alireza59556 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989917593141,https://t.me/Telobile,https://instagram.com/telobile",چهارشنبه ۳ بهمن,2025-01-22 16:11:02.664708+00:00,اصفهان - زرین‌شهر,1 سال و 7 ماه و 25 روز,https://telobile.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/yju0slglsjhuaemnood1g2hpqfeifowyfzanlumt4p3fdejp2p[medium].png,آنیل شاپ,https://emalls.ir//Shop/35846/,35846,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مرضیه جانقربان,۰۲۵۳۶۶۲۰۸۳۵,محله: شهیدبهشتی، کوچه دوم، کوچه بهشتی 4، پلاک: 8.0، طبقه: -1,janghorban5912 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:03.001256+00:00,قم - قم,1 سال و 5 ماه و 22 روز,https://aniilshopp.ir/,دارد (صفر ستاره),
2,http://emalls.ir//files/shoplogo/mjqb781eeq234qcvjtagkxrp2djzdt1bezl2xhtaq6hbazvs68[medium].png,مبلمان هومن,https://emalls.ir//Shop/34433/,34433,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~34433,غیرفعال به دلیل نداشتن نماد,سریرآرای سپهر ,۰۳۱۳۲۲۲۶۹۰۲,چرخاب، کوچه بهشت[14]، خیابان فردوسی، پلاک: -130.0، طبقه: 1، واحد: 1,sale [at] hoomanfurniture [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:03.167018+00:00,اصفهان - اصفهان,1 سال و 7 ماه و 11 روز,https://hoomanfurniture.com/,دارد (یک ستاره),
6,http://emalls.ir/src/shop-default.svg,قاب نت,https://emalls.ir//Shop/3155/,3155,اینترنتی,,,عدم همکاری با ایمالز,میلاد مرزوق فرحانی,۰۲۱۶۶۳۰۴۳۵۵,وصفنارد خ مسجد پلاک 155 واحد3,info [at] backlit [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:03.532842+00:00,تهران - تهران,--,http://ghabnet.ir/,دارد (یک ستاره),
8,http://emalls.ir//files/shoplogo/eajvqyzds25h1dtufdfv06ng6cj8606gdte07ndrgxdza67w3x[medium].png,اِسلیپِر,https://emalls.ir//Shop/20204/,20204,اینترنتی,,,عدم همکاری با ایمالز,معیدرضا رستگارمقدم,۰۵۱۳۷۶۴۱۹۳۵,مشهد ، میدان حافظ ، مرکزتجاری امیر ، فاز ۳ ، طبقه همکف ، پلاک ۵۲,moidreza82 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:04.106559+00:00,خراسان رضوی - مشهد,--,https://sleepers.ir/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/mjrlxjv3yf0l2u86z2udwsru7x8yex6c3h65fcyh0cqwl0mmts[medium].png,کاردوشاپ,https://emalls.ir//Shop/7084/,7084,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~7084,غیرفعال به دلیل نداشتن نماد,آرش سیاح پور,۰۲۱۳۳۳۹۶۳۶۹,شهرری - میدان نماز - ۳۵ متری امام حسین - خیابان پاک طینت - ارشاد ۱۳ - پلاک ۱۰ - طبقه دوم,Cardoshop2020 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:05.025372+00:00,تهران - شهر ری,3 سال و 11 ماه و 15 روز,https://cardoshop.ir/,دارد (یک ستاره),
4,http://emalls.ir/src/shop-default.svg,آنلاین ابزار,https://emalls.ir//Shop/43264/,43264,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد ابراهیمی نژادی,۰۷۱۳۸۳۸۶۹۹۱,امیرکبیر، کوچه 24امیرکبیر[1باغ حوض]، بن بست 1/4 باغ حوض، پلاک: 43.0، طبقه: 5، واحد: 11,ebrahimi [dot] shz [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:05.152317+00:00,فارس - شیراز,9 ماه و 7 روز,https://tools-online-shop.ir/,دارد (یک ستاره) معتبر تا 1 ماه و 23 روز,
2,http://emalls.ir//files/shoplogo/biq4sl2x0bkxhdaqe7fjzwkis213ykcy38s4zdr3ah0gcvq7gk[medium].png,آجرنسوز قصرطلایی,https://emalls.ir//Shop/5860/,5860,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~5860,غیرفعال به دلیل نداشتن نماد,ایمان مقتدر,۰۲۱۲۸۴۲۱۴۳۳,تهران ، خیابان جهان کودک، خیابان دیدار شمالی، خیابان پدیدار، پلاک ۳۰، طبقه پنجم، واحد ۲۰,moghtader_iman [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:05.315253+00:00,تهران - تهران,4 سال و 1 ماه و 16 روز,http://ajorghasr.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/ftk6jpd3owqckpsimxbhpoa8zdnjs8ifr12owyqvs2h3k0otsk[medium].png,گالری ژاوین,https://emalls.ir//Shop/32123/,32123,اینترنتی,,,قطع همکاری با ایمالز,,,,,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:05.798913+00:00,تهران - تهران,--,https://zhavinstore.ir/,دارد (یک ستاره) معتبر تا 1 ماه و 2 روز,
3,http://emalls.ir//files/shoplogo/gmovvifujghufdav7bpmjblcvvne5fv3gvutlshdhidz2vmkia[medium].png,عصر جدید,https://emalls.ir//Shop/892/,892,اینترنتی,,,غیرفعال به دلیل نداشتن نماد,سید حمید باقرپور,۳۳۱۱۳۸۰۹-۰۲۱,میدان امام خمینی، خیابان باب همایون، کوچه ,Hamid16688 [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:06.270354+00:00,تهران - تهران,7 سال و 5 ماه و 10 روز,http://www.azaduav.com/,ندارد,
3,http://emalls.ir//files/shoplogo/fz7yckmymjsfwpqzmwh3d3bmipdh455bfdubdqu2i3mr2mcgiw[medium].jpg,عمده خرده,https://emalls.ir//Shop/891/,891,اینترنتی,,,قطع همکاری با ایمالز,رضا طهماسبی,۰۴۱۳۴۴۷۸۸۷۵,ابتدای کوی لاله-جنب پیتزا کارما-کوهنوردی طهماسبی,drreza206 [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:06.417850+00:00,آذربایجان شرقی - تبریز,--,https://omdekhorde.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/hdzhsmxkvukxyih77xf1b5vpq8muma7sf37th5zg0hgzt8mros[medium].png,کالا 3 سوت,https://emalls.ir//Shop/35187/,35187,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~35187,عدم همکاری با ایمالز,کالا تجارت برنا ,۰۲۱۶۵۸۲۳۲۵۱,مهران، بزرگراه شهید سر لشکر ستاری، خیابان پیامبر مرکزی، پلاک: 68.0، رز، طبقه: 3، واحد: 11 ,mohammad [dot] abollahian2006 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:06.568622+00:00,تهران - تهران,--,https://kala3soot.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/h3oq8gjdof8wa6ugggoi5n0daf2vlbavl1wdd1b2c5h031awdr[medium].jpg,تی یونیک,https://emalls.ir//Shop/32116/,32116,اینترنتی,,,عدم همکاری با ایمالز,مصطفي تواناشاد,۰۲۱۲۲۷۲۵۶۱۵,محله: تجریش، کوچه شهید علیرضا خواجه نوری، کوچه شهید بهمن محمودی، پلاک: 4.0، طبقه: همکف,info [at] tunique [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:06.879991+00:00,تهران - تهران,--,https://tunique.ir/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/kj4a4hg8s20j5pjukdouiueecfg7gmby44opx6e8e2ivfc8lmk[medium].png,فنجون,https://emalls.ir//Shop/2429/,2429,اینترنتی,,,عدم همکاری با ایمالز,علیرضا نظری,۰۲۱۷۷۰۶۳۵۹۷ ,"تهران تهران - تهران، تهرانپارس، بلوار مطهری، کوچه شهید اورعی (هفتم مرکزی)، پلاک 45، طبقه 5، واحد 10
",emarketing [at] fenjoon [dot] com,۵,,چهارشنبه ۳ بهمن,2025-01-22 16:11:07.157622+00:00,تهران - تهران,--,https://www.fenjoon.com/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/lamlay7aoxrd7gu8lhcvmyzc5nrflkf6g0xetdtjz8t42hqwq6[medium].jpg,برسام کالا,https://emalls.ir//Shop/556/,556,اینترنتی,,,قطع همکاری با ایمالز,مرتضی نوازنی,۰۲۸۳۳۳۷۰۹۴۷,قزوين - قزوين - قزوین خ فلسطینشرقی بین تقاطع پادگان و توحید پلاک 136 کاراپردازش,info [at] barsamkala [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:07.615977+00:00,قزوین - قزوین,--,http://www.barsamkala.com/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/gv5m2v357wfodroznxpxwqb31208av1k801s048243nmx8axcb[medium].png,پالی مالی,https://emalls.ir//Shop/18874/,18874,اینترنتی,,,قطع همکاری با ایمالز,ماهان قانعی,۰۲۶۳۴۴۴۰۳۲۷,"سایر کرج بخش مرکزی ، شهر کرج، محله رجائی شهرفاز3بلوک 2 ، خیابان شهرداری ، خیابان شهید جعفر تیموری [هفتم غربی] ، پلاک 8 ، طبقه اول
",mghgh10 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:08.013662+00:00,البرز - کرج,--,https://www.palimali.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/rvajpugxeo6mm4jf6h4ppzhmqvlyyjgmkk60og2snnee5t5g8a[medium].jpg,وولند,https://emalls.ir//Shop/5861/,5861,اینترنتی,,,غیرفعال به دلیل نداشتن نماد,محسن بهاروندی,۰۹۳۶۱۶۹۳۸۸۱,تهران نواب خ خرمشهر کوچه سلطانلو پلاک 3,JEFFREIISI [dot] SHOP [at] GMAIL [dot] COM,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:08.201070+00:00,تهران - تهران,4 سال و 1 ماه و 15 روز,https://jrstore.ir/,دارد (یک ستاره),
3,http://emalls.ir/src/shop-default.svg,روبو,https://emalls.ir//Shop/35084/,35084,اینترنتی,,,قطع همکاری با ایمالز,امیدرضا طبیعی,۰۷۱۳۶۳۱۹۸۲۲,پاسداران، کوچه 20/2ایمان شمالی ، کوچه 16/1قدوسی غربی ، پلاک: 402.0، طبقه: 2، واحد: 1 .,ramintabiee [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:08.351786+00:00,فارس - شیراز,--,https://roboo.ir/,دارد (صفر ستاره),
4,http://emalls.ir/src/shop-default.svg,عسل پادنا,https://emalls.ir//Shop/33535/,33535,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد حسین مرادی,۰۶۱۳۲۲۱۵۴۲۱,خیابان نادری نبش ,MHOSIN95 [at] YAHOO [dot] COM,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:08.751036+00:00,خوزستان - اهواز,1 سال و 8 ماه و 15 روز,https://asalpadena.com/,دارد (یک ستاره) معتبر تا 8 ماه و 15 روز,
4,http://emalls.ir//files/shoplogo/g4jcxbbddk1x4vfwbn3uooren1xvj16wvysl8ffibax4j87g8w[medium].jpg,کامپیوتر سون,https://emalls.ir//Shop/6159/,6159,اینترنتی,,,قطع همکاری با ایمالز,امیر حسین پورزال,۰۷۱۳۶۴۳۹۱۲,خیابان ملاصدرا پاساژ ملاصدرا نیم طبقه اوا پلاک ۸۳ کامپیوتر سِوِن۷,amir7pc [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:09.047271+00:00,فارس - شیراز,--,http://se7enpc.ir/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/a0461nz5rw8lec5vj7hrb7kuylhtcdfmp3480mghiasgxa5c0t[medium].png,مبیت ,https://emalls.ir//Shop/553/,553,اینترنتی,466550231,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~553,عدم همکاری با ایمالز,شرکت آوا پرداز کیهان کریمان,۰۳۴۹۱۰۰۲۴۲۵,"کرمان کرمان استان: کرمان، شهرستان : کرمان، بخش : مرکزی، شهر: کرمان، محله: امام خمینی، خیابان امام خمینی، خیابان قرنی، پلاک: 0.0، پدر، طبقه: 5،
",aadhami [at] yahoo [dot] com,۴.۳,,چهارشنبه ۳ بهمن,2025-01-22 16:11:09.373381+00:00,کرمان - کرمان,--,http://www.mobit.ir/,دارد (چهار ستاره) معتبر تا 9 ماه و 28 روز,
2,http://emalls.ir//files/shoplogo/qhqn5pch5632uiuojtuctfae1d8ihaplmobk51hod1rlkzz3vw[medium].png,پی سی تو پی سی,https://emalls.ir//Shop/34464/,34464,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,کاظم قهرمانی ,۰۲۱۸۶۰۳۷۰۹۶,محله: دانشگاه تهران، خیابان دمشق، خیابان ولیعصر، پلاک: 1586.0، تجاری اداری ایران، 250، طبقه: 3، واحد: 307,ghahremani19821361 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:09.499291+00:00,تهران - تهران,1 سال و 7 ماه و 10 روز,https://pc2pc.ir/,دارد (یک ستاره) معتبر تا 3 ماه و 7 روز,
4,http://emalls.ir/src/shop-default.svg,نواندیشان,https://emalls.ir//Shop/21406/,21406,اینترنتی,,,قطع همکاری با ایمالز,سیدعلیرضا جلالی,۰۶۱۳۲۲۳۸۲۲۳,خیابان آزادگان نبش شریف زاده رستگار یک شماره 54,alirezamis [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:09.968563+00:00,خوزستان - اهواز,--,http://noandishan.net/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/kd55tvsooblw6kb6dt0paezekjqe4115vaekbwfieec1rh82bl[medium].png,وبرا,https://emalls.ir//Shop/25402/,25402,اینترنتی,,,عدم همکاری با ایمالز,میلاد عسگرزاده,۰۳۱۳۴۴۰۰۳۲۱,خیابان جابرانصاری،سه راه پنج آذر،مجتمع رسول,ASGARZADE1365 [at] GMAIL [dot] COM,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:10.151928+00:00,اصفهان - اصفهان,--,https://vebra.ir/,دارد (یک ستاره) معتبر تا 10 ماه و 6 روز,
4,http://emalls.ir//files/shoplogo/c11ffbnz2szub8n5r7mskz2t8uufpevcht7q7816jpoxqj4obt[medium].png,دیدبازار,https://emalls.ir//Shop/545/,545,اینترنتی,,,عدم همکاری با ایمالز,مسعود تقي زاده ,۰۲۱-۳۸۹۵۱,"میدان قیام - خیابان ری - نرسیده به زیر گذر امیر کبیر - روبروی پاساژ سهامی - پلاک 742 - طبقه اول - فروشگاه صفابازار
",info [at] didbazar [dot] ir,۵,,چهارشنبه ۳ بهمن,2025-01-22 16:11:10.283966+00:00,تهران - تهران,--,https://didbazar.ir/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/g1thje422tw50t8aprxqse77en2ve8cpbthzpukvqbs2aenueo[medium].png,افرا مارکت ,https://emalls.ir//Shop/28584/,28584,اینترنتی,,,عدم همکاری با ایمالز,ریلکس بی بی , ۰۷۶۳۵۳۳۳۶۴۰,"حرا، روستا: دولاب، روستا: دولاب، خیابان فرعی، کوچه شاهین، پلاک: 0.0، طبقه: همکف،
",Sandbad100 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:10.641605+00:00,هرمزگان - قشم,--,http://afra-market.ir/,دارد (یک ستاره),
4,http://emalls.ir/src/shop-default.svg,اکانت استور,https://emalls.ir//Shop/43265/,43265,اینترنتی,,,عدم همکاری با ایمالز,امیرحسین محمدی,۰۹۳۵۹۱۹۰۱۱۸,خیابان بوعلی سینا شمالی، کوچه شهید مصطفی نیلی، خیابان بوعلی سینا شمالی، پلاک: 216.0، طبقه: همکف,amirhosseincgamem [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989359190118,https://t.me/ariala,https://instagram.com/aria.la70",چهارشنبه ۳ بهمن,2025-01-22 16:11:10.932080+00:00,همدان - همدان,--,https://www.appleaccountstore.ir/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 3 روز,
2,http://emalls.ir/src/shop-default.svg,تولید و تامین تجهیزات صنعتی,https://emalls.ir//Shop/25001/,25001,اینترنتی,,,قطع همکاری با ایمالز,پدرام عقابی,۰۴۱-۳۴۴۲-۷۲۴۱,تبریز،میدان راه آهن، جاده سنتو، 200 متر مانده به پمپ بنزین,dasnevis [dot] com [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:11.110594+00:00,آذربایجان شرقی - تبریز,--,https://abyaran.com/,دارد (یک ستاره),
4,http://emalls.ir//files/shoplogo/ntc21hfvvmfldbefvjuwvfoolqhnxd3fkue5iqqoimrjzjh3l5[medium].png,ویراژ,https://emalls.ir//Shop/33565/,33565,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,بهنام یاراحمدی,۰۸۷۳۸۷۱۴۴۰۶,ترمینال سقز، کوچه نظامی، کوچه رجایی، پلاک: -1.999، طبقه: همکف ,info[at]viraazh [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 16:11:11.278362+00:00,کردستان - دیواندره,1 سال و 8 ماه و 14 روز,https://www.viraazh.com/,دارد (یک ستاره) معتبر تا 3 ماه و 15 روز,
