shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
2,http://emalls.ir//files/shoplogo/dj3jh5nx7ctzrulnyyntsir5ac8iq4fh6gtjsrjaa33fykkfde[medium].png,دیجی پویا,https://emalls.ir//Shop/4545/,4545,اینترنتی,467361820,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~4545,در حال همکاری با ایمالز,پویا پاشاپور,۰۵۱۳۸۴۲۲۲۲۲, مشهد - خیابان بهشت - ساخنمان هشت بهشت - واحد 304,1mi [dot] xioami [at] gmail [dot] com	,۳.۹,,چهارشنبه ۳ بهمن,2025-01-22 18:48:00.989349+00:00,خراسان رضوی - مشهد,4 سال و 5 ماه و 25 روز,https://digipouya.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/lwpcz2yfa6frkvi7zbkoddv21d60e74f2evqu1pjetsz6rkqc5[medium].png,رامکا,https://emalls.ir//Shop/5090/,5090,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~5090,در حال همکاری با ایمالز,امیررضا خدابخشی,۰۲۱۳۳۷۶۷۳۰۰,"تهران تهران محله دولت اباد، میدان اول دولت اباد، خیابان علی نواز، کوچه مرکب ساز، پلاک ۲۳، طبقه ۵
",amirkhb001 [at] gmail [dot] com,۴.۷,,چهارشنبه ۳ بهمن,2025-01-22 18:48:01.274186+00:00,تهران - تهران,4 سال و 3 ماه و 13 روز,https://ramkastore.com/,دارد (یک ستاره) معتبر تا 9 ماه و 11 روز,
4,http://emalls.ir//files/shoplogo/e4s5rde25rxb3dq1o30jm82b7y8nny16ha48l374ffwq4mgo8z[medium].png,پارسیان صوت,https://emalls.ir//Shop/19791/,19791,اینترنتی و حضوری,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~19791,در حال همکاری با ایمالز,حسن دامن خورشید,۰۲۵۳۷۷۰۴۹۳۰,خیابان انقلاب - جنب کوچه 6 -طبقه همکف - پلاک 174,parsiansote [at] gmail [dot] com,۵,"https://web.whatsapp.com/send?phone=989129268770,https://t.me/parsiansotecontact,https://instagram.com/parsiansote,https://eitaa.com/parsiansotecontact",چهارشنبه ۳ بهمن,2025-01-22 18:48:01.842298+00:00,قم - قم,3 سال و 7 ماه و 4 روز,https://parsiansote.com/,دارد (یک ستاره) معتبر تا 1 سال و 5 ماه و 12 روز,
2,http://emalls.ir//files/shoplogo/ys42kw6fb3er8070l7zwl6x6ixffseb5v5vioyksmqhe85rp8z[medium].png,اسمارتی شاپ,https://emalls.ir//Shop/37786/,37786,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~37786,در حال همکاری با ایمالز,فردین خلیلی,۰۲۱۶۶۹۶۸۱۵۵,جمهوری، کوچه شهید مهدی حاج ملاعلی، خیابان استادکریم طاهر بهزاد(گلشن)، پلاک: 60.0، طبقه: 2,info [at] smartyshop [dot] ir,۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:02.348078+00:00,تهران - تهران,1 سال و 3 ماه و 8 روز,http://smartyshop.ir,دارد (یک ستاره) معتبر تا 8 ماه و 12 روز,
3,http://emalls.ir//files/shoplogo/3azehhmdjyqx622sw0a6ylqhjgpxf8igctjq3kmelqwxdevu1c[medium].png,کالامارکت,https://emalls.ir//Shop/43656/,43656,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43656,در حال همکاری با ایمالز,ساسان عین الهی,۰۲۱۹۶۲۱۶۶۶,باغ فردوس، خیابان بهروز، خیابان ولیعصر، پلاک: 2943.0، روشن، طبقه: 3، واحد: 303,sasan [dot] eynollahi [at] safarmarket [dot] com,۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:03.063818+00:00,تهران - تهران,8 ماه و 26 روز,https://kalamarket.com/,دارد (یک ستاره) معتبر تا 1 سال و 28 روز,
4,http://emalls.ir//files/shoplogo/7vo0tb8531vq6qw307cw8wf5jfvkbucybjdxeyhe3o4fr4ojpw[medium].jpg, پایاتل,https://emalls.ir//Shop/1721/,1721,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1721,در حال همکاری با ایمالز,فروشگاه اینترنتی پایاتل,۶۶۹۰۵۱۵۳,میدان توحید خیابان نصرت غربی پلاک 60 واحد 11,ad [dot] payatel [at] gmail [dot] com	,۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:03.616015+00:00,تهران - تهران,6 سال و 4 ماه و 6 روز,https://payatel.com/,دارد (یک ستاره) معتبر تا 1 سال و 3 روز,
5,http://emalls.ir//files/shoplogo/b4zam8y28lt3adxsvhnkgf1sl1uk3gfi6gp80kdli6ax7zsepq[medium].png,نورپرینتر,https://emalls.ir//Shop/4277/,4277,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~4277,در حال همکاری با ایمالز,noor printer,۰۲۱۸۸۲۲۶۶۱۷,"تهران تهران منطقه شهرداری منطقه 6، چهارراه ولیعصر، ساختمان مجتمع تجاری نور تهران، پلاک ۶۱۸۳، طبقه همکف
",noorprinter7 [at] gmail [dot] com	,۵,https://web.whatsapp.com/send?phone=989212361574,چهارشنبه ۳ بهمن,2025-01-22 18:48:04.171737+00:00,تهران - تهران,4 سال و 7 ماه,https://noorprinter.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/ry56ba1jvb5rzhazjxl6j3ifvmzo7tbksrr80ssvl5lkg31fcp[medium].png,آترامارت,https://emalls.ir//Shop/355/,355,اینترنتی,467496932,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~355,در حال همکاری با ایمالز,آترا همراه ایرانیان,۰۲۱۷۷۶۰۲۲۵۰,"تهران تهران خیابان شریعتی، سه راه طالقانی، کوچه محسنی، پلاک 6، طبقه اول، واحد 2
",pr [at] atramart [dot] com,۲.۴,,چهارشنبه ۳ بهمن,2025-01-22 18:48:05.365769+00:00,تهران - تهران,9 سال و 3 ماه و 16 روز,https://www.atramart.com/,دارد (یک ستاره) معتبر تا 1 ماه و 4 روز,
2,http://emalls.ir//files/shoplogo/rq3d786dtd2op2t3moxrwc1exdo2ei0j76wddm082idz4ubild[medium].jpg,ارشاکو,https://emalls.ir//Shop/374/,374,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~374,در حال همکاری با ایمالز,خسروی,۰۲۱۵۵۵۹۱۳۳۸,تهران - خیابان 15 خرداد - بازار بزرگ - سرای حافظ - حیاط اول - طبقه 3 - واحد 9 ,info [at] ershaco [dot] com,۳,"https://web.whatsapp.com/send?phone=989357959513,https://t.me/ershaco,https://instagram.com/ershaco",چهارشنبه ۳ بهمن,2025-01-22 18:48:05.650023+00:00,تهران - تهران,9 سال و 5 ماه و 2 روز,https://ershaco.com/,دارد (یک ستاره) معتبر تا 1 سال و 11 روز,
4,http://emalls.ir//files/shoplogo/7igwnd40pbgabpwlkdgoyyb8zluzwxpzfxkxzmkdchv3znvbqv[medium].png,مای تیسفون,https://emalls.ir//Shop/3879/,3879,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~3879,در حال همکاری با ایمالز,علی دانش,۰۹۹۱ ۴۳۴۳ ۲۰۲,"اصفهان کاشان بخش مرکزی، خیابان شهید رجایی، خیابان شریعتی، پلاک ۸، طبقه اول، واحد ۳
",info [at] mytisfoon [dot] com,۴.۴,,چهارشنبه ۳ بهمن,2025-01-22 18:48:06.072933+00:00,اصفهان - اصفهان,4 سال و 8 ماه و 24 روز,http://mytisfoon.com/,دارد (یک ستاره) معتبر تا 1 سال و 3 روز,
5,http://emalls.ir//files/shoplogo/4bz2ec3jli4fjjx2c4fgx2tcz4i6zuoytk2ccvsx328mn28u2z[medium].png,هالی تک,https://emalls.ir//Shop/31583/,31583,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~31583,در حال همکاری با ایمالز,محمد امین نجاری ,۰۲۱۶۶۴۶۲۰۲۴,میدان ولی عصر، خیابان انقلاب اسلامی، خیابان ولی عصر، پلاک: 1449.0، کامپیوتر ابریشم، طبقه: همکف، واحد: 016,bro4886 [at] gmail [dot] com,۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:06.341288+00:00,تهران - تهران,2 سال و 23 روز,https://holytech.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/ijsw42rskhhjxgz4u6f43srpoo53fk3dm0hzhdpul1gv3x31ib[medium].png,آویژه پلاس,https://emalls.ir//Shop/20558/,20558,اینترنتی و حضوری,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20558,در حال همکاری با ایمالز,حسین نجاری,۰۲۱۹۱۳۰۷۶۰۰,کیلومتر 12 جاده قدیم کرج- ابتدای جاده شهریار -شهرک صنعتی گلگون-خیابان ورودی اصلی شهرک، ساختمان فروشگاه آویژه,avizhehplus [at] gmail [dot] com,۴,"https://web.whatsapp.com/send?phone=989101579196,https://t.me/avizhehplus,https://instagram.com/avizhehplus",چهارشنبه ۳ بهمن,2025-01-22 18:48:06.765179+00:00,تهران - شهریار,3 سال و 5 ماه و 28 روز,https://avizhehplus.com/,دارد (یک ستاره) معتبر تا 6 ماه و 10 روز,
2,http://emalls.ir//files/shoplogo/3ljifzenclzm51mzl62xj7ryorox5nxq75zzc8o3cn74d3x8zh[medium].png,کیومیتا,https://emalls.ir//Shop/2852/,2852,اینترنتی و حضوری,467068469,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~2852,در حال همکاری با ایمالز,کامران قلی زاده,۰۲۱۵۸۶۳۷,خیابان وزرا - خیابان سوم  - پلاک 28 - طبقه 5 - واحد  13,info [at] qmita [dot] com	,۴.۶,"https://web.whatsapp.com/send?phone=989357400318,https://t.me/Qmita.co",چهارشنبه ۳ بهمن,2025-01-22 18:48:07.240527+00:00,تهران - تهران,5 سال و 4 ماه,https://www.qmita.com/,دارد (پنج ستاره) معتبر تا 5 ماه و 1 روز,
2,http://emalls.ir//files/shoplogo/7egckii3cfopx7ahq48zmf8p24l0laz3ib4tvdayti6jz0w1ka[medium].png,شهر کامپیوتر,https://emalls.ir//Shop/24246/,24246,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24246,در حال همکاری با ایمالز,عباس عابدی,۰۲۱۹۱۰۰۴۴۷۵,"تهران خ انقلاب بین کیهان و نامجو پلاک 125 ساختمان شهر کامپیوتر
",abbasabedi [at] live [dot] com,۴.۳,,چهارشنبه ۳ بهمن,2025-01-22 18:48:07.554689+00:00,تهران - تهران,3 سال و 2 روز,https://shahrcomputer.com/,دارد (یک ستاره) معتبر تا 2 ماه و 18 روز,
2,http://emalls.ir//files/shoplogo/nuhcifnegtxbb1q1csvgsfn553jj2hrfozpbn2knwhx4aev2qs[medium].png,آژمان آی تی,https://emalls.ir//Shop/5066/,5066,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~5066,در حال همکاری با ایمالز,Hanie Mohammady,۰۲۱۸۸۹۰۵۷۴۴,"تهران تهران محله میدان ولیعصر، خیابان ولیعصر، کوچه ولدی، ساختمان پاساژ ولیعصر، طبقه همکف، واحد ۲۳
",Yashuka1367 [at] gmail [dot] com,۲.۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:08.096793+00:00,تهران - تهران,4 سال و 3 ماه و 17 روز,https://azhmanit.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/wgbobuyoi4f6skggbsamkpyki44qlnzprizlrygy0l0unytz5y[medium].png,بروز آی تی,https://emalls.ir//Shop/22820/,22820,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~22820,در حال همکاری با ایمالز,مهين خواجوي صالحاني,۰۲۱۹۱۰۳۰۶۷۶,جنت آباد جنوبی، خیابان شهید محمد رضا نادری، کوچه شهید حاجی اسفندیاری، پلاک: 18.0، طبقه: 4، واحد: شرقی,berozitcom [at] yahoo [dot] com,۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:08.812123+00:00,تهران - تهران,3 سال و 2 ماه و 4 روز,http://berozit.com/,دارد (یک ستاره) معتبر تا 6 ماه و 22 روز,
2,http://emalls.ir//files/shoplogo/727o820j2nin8nts2hjgb4n4tmx2n01wtvbrwsw8w38l2s84ky[medium].png,کالابالا,https://emalls.ir//Shop/612/,612,اینترنتی و حضوری,467283048,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~612,در حال همکاری با ایمالز,مسعود اسدی,۰۶۱۳۲۹۳۰۲۳۳,خوزستان اهواز بخش مرکزی، خیابان طالقانی، خیابان مسلم، کوچه وکیلی، ساختمان کارا، پلاک ۱۶۵، واحد ۱۴,ASADI [dot] 9272 [at] GMAIL [dot] COM,۵,"https://web.whatsapp.com/send?phone=989359120853,https://t.me/kalabalair,https://instagram.com/kalabalair,https://rubika.ir/kalabalair",چهارشنبه ۳ بهمن,2025-01-22 18:48:09.605648+00:00,خوزستان - اهواز,8 سال و 4 ماه و 4 روز,https://kalabala.ir/,دارد (یک ستاره) معتبر تا 6 ماه و 19 روز,
3,http://emalls.ir//files/shoplogo/gx7lrskpdn1xvoxu4f0v14d14rsbc38h88ne6d77mga2ijrnlz[medium].jpg, پی اس پرو ,https://emalls.ir//Shop/1117/,1117,اینترنتی و حضوری,0436955160,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1117,در حال همکاری با ایمالز, محسن سانیانی,۰۹۱۲۸۹۵۷۰۶۵,میدان امام خمینی (ضلع شمالی میدان)، کوچه پشت شهرداری، ساختمان پاساژ فتوت، پلاک ۴۴، طبقه همکف,info [at] pspro [dot] ir	,۵,"https://web.whatsapp.com/send?phone=989128957065,https://instagram.com/pspro.ir",چهارشنبه ۳ بهمن,2025-01-22 18:48:09.874853+00:00,تهران - تهران,7 سال و 12 روز,https://pspro.ir/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 16 روز,
2,http://emalls.ir//files/shoplogo/clen2rboy7lfjd8u1si61hcldrdjneuarj554pcr3qq4iqnakr[medium].png,استپ موبایل,https://emalls.ir//Shop/7148/,7148,اینترنتی,۰۴۶۶۲۲۷۹۸۷,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~7148,در حال همکاری با ایمالز,مهرزاد کشکولی,۰۲۱۹۱۳۰۸۰۷۲,میدان ازادی ابتدای خیابان امام خمینی - جنب بانک سپه  - پاساژ ظریف نیا - پلاک ۳,merzadkashkoli [at] gmail [dot] com,۳.۷,"https://web.whatsapp.com/send?phone=989395081144,https://instagram.com/STOPMOBILE.IR",چهارشنبه ۳ بهمن,2025-01-22 18:48:10.148116+00:00,تهران - قدس,3 سال و 11 ماه و 13 روز,http://stopmobile.ir/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/4072mndow1jizwnn6bm8m6ti48ya4y0l43mm25to8vkf8lunva[medium].png,کامارادو,https://emalls.ir//Shop/23692/,23692,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~23692,در حال همکاری با ایمالز,سید احسان اسماعیلیان,۰۲۶۳۶۱۰۹۴۰۶,"
البرز کرج استان: البرز، شهرستان : کرج، بخش : مرکزی، شهر: گرمدره، محله: ناصریه، کوچه گلبهار، کوچه الهام1، پلاک: 11.0، ساختمان آفتاب1، قطعه 20، طبقه: چهارم، واحد : 10",kamarado [dot] co [at] gmail [dot] com,۵,,چهارشنبه ۳ بهمن,2025-01-22 18:48:10.835157+00:00,البرز - کرج,3 سال و 27 روز,https://www.kamarado.co/,دارد (یک ستاره) معتبر تا 11 ماه و 3 روز,
2,http://emalls.ir//files/shoplogo/j44ffm3gulv054fbwtphxt7tcnwvhlndlcexvexhi67zhd2n73[medium].png,ایران تک 24,https://emalls.ir//Shop/2159/,2159,اینترنتی و حضوری,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~2159,در حال همکاری با ایمالز,هادی کبیری,۰۷۱۹۱۰۱۴۶۵۸,"سایر شیراز بخش مرکزی ، شهر شیراز، محله ملاصدرا ، خیابان ملاصدرا ، بن بست 2 ، پلاک 0 ، پاساژ کامپیوترپارس ، طبقه اول ، واحد 201
",mhadikabiri [at] gmail [dot] com	,۴.۶,"https://web.whatsapp.com/send?phone=989170224659,https://t.me/irantech24_site,https://instagram.com/irantech24.home",چهارشنبه ۳ بهمن,2025-01-22 18:48:11.176135+00:00,فارس - شیراز,5 سال و 11 ماه و 2 روز,https://irantech24.com/,دارد (یک ستاره),
3,http://emalls.ir//files/shoplogo/w0oljhi2a4kz2e2qg3pyjex0do2m37nlr3v7erm1bmdc5ryg1y[medium].jpeg,کیش طب,https://emalls.ir//Shop/6901/,6901,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~6901,در حال همکاری با ایمالز,علی فرجی,۰۲۱۶۶۴۱۵۸۳۱,خیابان ولیعصر-نرسیده به سه راه جمهوری- پاساژ ولیعصر-پلاک1200-واحد120,kishteb1400 [at] gmail [dot] com,۳,https://web.whatsapp.com/send?phone=989912145290,چهارشنبه ۳ بهمن,2025-01-22 18:48:11.473841+00:00,تهران - تهران,4 سال و 23 روز,https://kishteb.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/4if0xcqg43ptbwxu2nen2akdfl58qis4gj5yx8677wdczqrhus[medium].png,فیلیپس کالا,https://emalls.ir//Shop/1012/,1012,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1012,در حال همکاری با ایمالز,شاهین  خوبی ,۰۲۱۶۶۷۰۴۰۰۵,خیابان نوفل لوشاتو، خیابان مسعود سعد نبش کوچه مینو پلاک 14 واحد 1,shahinkhoobi [at] gmail [dot] com,۴.۲,,چهارشنبه ۳ بهمن,2025-01-22 18:48:11.828890+00:00,تهران - تهران,7 سال و 7 ماه و 11 روز,https://philipskala.com/,دارد (یک ستاره) معتبر تا 7 ماه و 14 روز,
3,http://emalls.ir//files/shoplogo/p1hbo2bzwsz32qnm4nv8vl5wug5t7k16ta8ujyymyp6dj6ozbt[medium].png,بوش ست,https://emalls.ir//Shop/53816/,53816,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~53816,در حال همکاری با ایمالز,میلاد احمدخانلو,۰۲۱۳۳۲۵۲۹۱۸,سه راه امین حضور - کوچه شهید علیرضاجاویدی - خیابان امیر کبیر - ثامن الحجج - پلاک : 104.0 - طبقه : 1 - واحد : 32,boschset [at] yahoo [dot] com,۵,https://web.whatsapp.com/send?phone=989122364163,چهارشنبه ۳ بهمن,2025-01-22 18:48:12.231195+00:00,تهران - تهران,1 ماه و 18 روز,https://boschset.com/,,
