senfi_number,shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
468036273,1,http://emalls.ir//files/shoplogo/cr5yjisuz3f8e3poyy5lgwhe56hvgaghxyqwh3acnfz6zw6tfl[medium].png,آنلاین کالا,https://emalls.ir//Shop/1159/,1159,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1159,در حال همکاری با ایمالز,پیشرو تجارت آرتانام ,۰۲۱۸۸۳۱۰۰۳۴,"تهران تهران استان: تهران، شهرستان : تهران، بخش : مرکزی، شهر: تهران، محله: باغ صبا-سهروردی، بزرگراه مدرس، خیابان شهید استاد مطهری، پلاک: 258.0، طبقه: چهارم، واحد: شمالی،
",info [at] onlinekala [dot] ir,۵,,سه شنبه ۲ بهمن,2025-01-21 15:39:47.167610+00:00,تهران - تهران,6 سال و 10 ماه و 24 روز,https://www.onlinekala.ir/,دارد (یک ستاره) معتبر تا 10 ماه و 15 روز,
,1,http://emalls.ir//files/shoplogo/gdkptzvjipbc55k7eewj4fomr2elwnbcaxgjwce16cvxmda4ny[medium].png,ابزارت,https://emalls.ir//Shop/5188/,5188,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~5188,در حال همکاری با ایمالز,مسعود مردانی,۰۲۱۷۱۰۵۳۸۰۱,سه راه آذری، خیابان لقمان حکیم، پلاک 55، واحد 3 ,info [at] abzaret [dot] com,۵,,سه شنبه ۲ بهمن,2025-01-21 15:39:47.765482+00:00,تهران - تهران,4 سال و 3 ماه و 1 روز,https://abzaret.com/,دارد (یک ستاره),
466686146,1,http://emalls.ir//files/shoplogo/2or61hufngtswakt8zmtt8rki2jegzjhyufx5175lp78upi3wo[medium].png,ادبازار,https://emalls.ir//Shop/754/,754,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~754,در حال همکاری با ایمالز,نیوشا فرهمند,۰۳۱۳۶۶۷۴۰۱۸,"منطقه شهرداری شش، خیابان شیخ صدوق، خیابان میر، ساختمان بیتا، پلاک ۲۳۷، طبقه سوم.
",norepliy [dot] edbazar [at] gmail [dot] com ,۳.۲,"https://web.whatsapp.com/send?phone=989050647401,https://t.me/edbazaradmin,https://instagram.com/edbazar_com",سه شنبه ۲ بهمن,2025-01-21 15:39:48.007717+00:00,اصفهان - اصفهان,6 سال و 8 ماه و 12 روز,https://edbazar.com/,دارد (یک ستاره) معتبر تا 9 ماه و 21 روز,
,1,http://emalls.ir//files/shoplogo/vw6waduchhj706bhjxmjhalsmzjq45bifyjfkeiwsuyfqbda86[medium].png,بوش می,https://emalls.ir//Shop/35316/,35316,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~35316,در حال همکاری با ایمالز, عبدالله مال حاجی,۰۲۱۳۳۵۶۶۸۳۵,محله: سه راه امین حضور، کوچه شهید علیرضاجاویدی، خیابان امیر کبیر، پلاک: 104.0، ثامن الحجج، طبقه: 1، واحد: 16,info [at] boschme [dot] com,۴.۶,"https://web.whatsapp.com/send?phone=989129095796,https://t.me/boschme,https://instagram.com/boschme_,https://ble.ir/boschme,https://eitaa.com/boschme,https://rubika.ir/boschme",سه شنبه ۲ بهمن,2025-01-21 15:39:48.431137+00:00,تهران - تهران,1 سال و 6 ماه و 9 روز,https://boschme.com/,دارد (یک ستاره) معتبر تا 5 ماه و 19 روز,
467451177,1,http://emalls.ir//files/shoplogo/nok7cee8p4qk8mfeqfyhry223oop8dnx7dmmdv6bf0dkjkpgre[medium].png,لیون کامپیوتر,https://emalls.ir//Shop/172/,172,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~172,در حال همکاری با ایمالز,لیون کامپیوتر,۰۲۱۹۱۰۰۵۶۶۶,"تهران تهران استان: تهران، شهرستان : تهران، بخش : مرکزی، شهر: تهران، محله: بهجت آباد، خیابان ولی عصر، کوچه جاوید، پلاک: -24.0، طبقه: 2، واحد: 6،
",info [at] lioncomputer [dot] com ,۴.۴,"https://web.whatsapp.com/send?phone=989981492977,https://instagram.com/lioncomputer.ir",سه شنبه ۲ بهمن,2025-01-21 15:39:48.663904+00:00,تهران - تهران,10 سال و 7 ماه,https://www.lioncomputer.com/,دارد (یک ستاره),
,1,http://emalls.ir//files/shoplogo/mzpu7jpgy1y40ykdv44lft4b6md33t86zdo74g452x2iacu3z1[medium].png,دنا فون,https://emalls.ir//Shop/5395/,5395,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~5395,در حال همکاری با ایمالز,محسن همایون,۰۹۱۷۸۲۸۲۲۵۰,محله: چه مشیر، کوچه 7توحید، خیابان توحید، پلاک: 0.0، پاساژ دشتی، طبقه: دوم، واحد: S45,denaphone99 [at] gmail [dot] com	,۴,https://web.whatsapp.com/send?phone=989178282250,سه شنبه ۲ بهمن,2025-01-21 15:39:49.035174+00:00,فارس - شیراز,4 سال و 2 ماه و 6 روز,http://denaphone.com/,دارد (یک ستاره),
467782289,1,http://emalls.ir//files/shoplogo/r7opgia31i8ji68gbosjkmn446jucvwgdclhabr13jzmujroz8[medium].png, ماشین نو,https://emalls.ir//Shop/4312/,4312,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~4312,در حال همکاری با ایمالز,احسان خواجوی,۰۲۱۹۱۳۰۱۳۷۴, تهران ،خیابان جمهوری ، نرسیده به خیابان ملت کوچه مراغه ای ، بن بست یاس شرقی پلاک ۱۱ واحد ۳ ,info [dot] momivand [at] gmail [dot] com ,۵,"https://web.whatsapp.com/send?phone=989120151169,https://instagram.com/mashinnocom",سه شنبه ۲ بهمن,2025-01-21 15:39:49.272805+00:00,تهران - تهران,4 سال و 6 ماه و 24 روز,https://mashinno.com/,دارد (یک ستاره) معتبر تا 6 ماه و 15 روز,
467344551,1,http://emalls.ir//files/shoplogo/ontiekjmcng5qdmn2fi8ixhjqye16fxslkkndi20t8zfbkhh41[medium].jpg,خانومی,https://emalls.ir//Shop/593/,593,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~593,در حال همکاری با ایمالز,خانومی,۰۲۱-۷۹۱۸۶۰۰۰,تهران، امانیه، خیابان ولیعصر ، خیابان ناهید غربی ، پلاک 42 ، ساختمان راما ، طبقه دوم ، واحد 3,info [at] khanoumi [dot] com,۴,,سه شنبه ۲ بهمن,2025-01-21 15:39:49.734902+00:00,تهران - تهران,8 سال و 4 ماه و 28 روز,http://www.khanoumi.com/,دارد (یک ستاره),
,1,http://emalls.ir//files/shoplogo/z02dztrl02grc5hwj1jvud5ceybzdikdejlzrmie3282h0wwu2[medium].jpg,ونداد کولر,https://emalls.ir//Shop/30005/,30005,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~30005,در حال همکاری با ایمالز,عبدلباقی محمدی,۰۸۷۳۴۲۳۱۲۱۵,میدان جهاد، کوچه غنچه 5، کوچه غنچه 1، پلاک: -9.0 ،,info [at] vandadcooler [dot] com,۵,,سه شنبه ۲ بهمن,2025-01-21 15:39:50.256848+00:00,کردستان - بانه,2 سال و 2 ماه و 6 روز,https://vandadcooler.com/,دارد (یک ستاره),
,1,http://emalls.ir//files/shoplogo/tqm1xwmf2bptyct7sl38mcmd1j63iah3xeale8dkinzzzv5cko[medium].jpg,ایی جهاز,https://emalls.ir//Shop/6024/,6024,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~6024,در حال همکاری با ایمالز,اف چی,۰۲۱۵۵۳۲۹۰۰۲,"تهران بازار چینی و بلور پاساژ ثامن واحد 106
",a [dot] ghafoorian [at] outlook [dot] com,۴,"https://web.whatsapp.com/send?phone=989391607754,https://instagram.com/ejahaz_official",سه شنبه ۲ بهمن,2025-01-21 15:39:50.606428+00:00,تهران - تهران,4 سال و 1 ماه و 8 روز,https://ejahaz.com/,دارد (یک ستاره),
,1,http://emalls.ir//files/shoplogo/e8brhuwxfy3bx8tgmt01bkdo8y6m5zt774hozcgxkadjanicn8[medium].jpg,المارکت,https://emalls.ir//Shop/439/,439,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~439,در حال همکاری با ایمالز,محمد صدیقی,۰۲۱۳۳۵۵۶۷۰۰,"تهران، خیابان ری، روبروی خیابان دیالمه، مجتمع تجاری اداری پردیس، طبقه اول، واحد ۱ اداری
",info [at] elemarket [dot] ir,۵,"https://web.whatsapp.com/send?phone=989106407086,https://t.me/elemarket_shop,https://instagram.com/elemarketir",سه شنبه ۲ بهمن,2025-01-21 15:39:50.956794+00:00,تهران - تهران,9 سال و 1 ماه و 2 روز,http://www.elemarket.ir/,دارد (یک ستاره) معتبر تا 8 ماه و 26 روز,
,1,http://emalls.ir//files/shoplogo/anmv1rzpv5pqjgjmcu4hi0gmymrdn7t6el8r46musrxt7qvckm[medium].png,مه سنتر,https://emalls.ir//Shop/2894/,2894,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~2894,در حال همکاری با ایمالز,مه سنتر ,۰۲۱۳۳۱۳۲۳۷۳,خیابان ری نرسیده به سه راه امین حضور، پلاک ۷۳۳، طبقه ۱,m [dot] mahdavizad [at] gmail [dot] com,۴.۶,"https://web.whatsapp.com/send?phone=989122109737,https://t.me/mahcenterr,https://instagram.com/mahcenter.ir",سه شنبه ۲ بهمن,2025-01-21 15:39:51.251387+00:00,تهران - تهران,5 سال و 3 ماه و 16 روز,https://mahcenter.com/,دارد (یک ستاره),
,1,http://emalls.ir/src/shop-default.svg,آی تی هوم,https://emalls.ir//Shop/20269/,20269,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20269,در حال همکاری با ایمالز,علیرضا دهنکو,۰۲۱۵۸۴۲۶,خیابان وزرا، نبش خیابان پانزدهم (احمدیان)، پلاک 127، طبقه ششم,ithomedorit [at] gmail [dot] com,۴,"https://web.whatsapp.com/send?phone=989127772337,https://t.me/ithome_support,https://instagram.com/ithome.ir",سه شنبه ۲ بهمن,2025-01-21 15:39:51.545449+00:00,تهران - تهران,3 سال و 6 ماه و 11 روز,https://ithome.ir/,دارد (یک ستاره) معتبر تا 4 ماه و 12 روز,
,1,http://emalls.ir//files/shoplogo/ldblst762bwo04difr8qwwvgmlsfz7vv03eeee615nahfe5kii[medium].png,بوش جرمنی,https://emalls.ir//Shop/21572/,21572,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~21572,در حال همکاری با ایمالز,شمسی حریریان,۰۲۱۳۳۵۴۵۷۰۷,سه راه امین حضور .خیابان امیرکبیر روبه روی خیابان دیالمه پاساژ ثامن طبقه فوقانی پلاک ۱۴ .,tajhiz [dot] upvc [at] yahoo [dot] com,۳,"https://web.whatsapp.com/send?phone=989191005953,https://t.me/boschgermany1,https://instagram.com/bosch.germany",سه شنبه ۲ بهمن,2025-01-21 15:39:51.931402+00:00,تهران - تهران,3 سال و 4 ماه و 9 روز,https://bosch-home-germany.com/,دارد (یک ستاره) معتبر تا 6 ماه و 13 روز,
,1,http://emalls.ir//files/shoplogo/37pl38ef3w12bobrt721g4yevz322gbgvk7c0uggyks5aoglp8[medium].png,استوک رایتاپ,https://emalls.ir//Shop/18749/,18749,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~18749,در حال همکاری با ایمالز,امیر رجائی زاده,۰۹۱۲۰۷۷۴۰۹۰,"قم- بلوار صدوقی- بین کوچه 4 و 6 پلاک 56 طبقه یکم.
",amirrajaeizadeh [at] live [dot] com,۴.۹,"https://web.whatsapp.com/send?phone=989120774090,https://t.me/raitop_ir,https://instagram.com/raitop.ir,https://ble.ir/raitop,https://eitaa.com/Raitop_ir,https://rubika.ir/raitop_ir",سه شنبه ۲ بهمن,2025-01-21 15:39:52.224345+00:00,قم - قم,3 سال و 8 ماه و 15 روز,https://raitop.ir/,دارد (یک ستاره) معتبر تا 3 ماه و 8 روز,
,1,http://emalls.ir//files/shoplogo/2mwhv3gxchbyfqvtpl5zvjqrfr6feqca8kz1xwhbbik65lj3ma[medium].png,اورگیم,https://emalls.ir//Shop/3395/,3395,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~3395,در حال همکاری با ایمالز,کیان توکلی,۰۲۱۹۱۳۰۱۳۹۹,تهران شهرک غرب میدان صنعت بلوار فرحزادی مجتمع تجاری ستین طبقه اول واحد ۷۰,info [at] ovgame [dot] ir,۴,"https://web.whatsapp.com/send?phone=989199397980,https://t.me/ovgame,https://instagram.com/ovgame.ir",سه شنبه ۲ بهمن,2025-01-21 15:39:52.577950+00:00,تهران - تهران,5 سال و 22 روز,http://ovgame.ir/,دارد (یک ستاره) معتبر تا 9 ماه و 20 روز,
467008326,1,http://emalls.ir//files/shoplogo/h34prtd0ehn7pn6ll7casbncbkfdrw0b4tbjjk5hkcoke5s4tz[medium].png,آرتا الکتریک,https://emalls.ir//Shop/1728/,1728,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1728,در حال همکاری با ایمالز,اتابک غلامین,۰۲۱۶۶۳۴۲۰۲۰,تهران - لاله زار نو - بالاتر از تقاطع منوچهری - پاساژ ابراهیمی راهروی سمت راست - طبقه دوم - پلاک 8 - آرتا الکتریک,arta [dot] electricco [at] gmail [dot] com	,۳,,سه شنبه ۲ بهمن,2025-01-21 15:39:52.796187+00:00,تهران - تهران,6 سال و 3 ماه و 22 روز,https://artaelectric.ir/,دارد (یک ستاره) معتبر تا 10 ماه و 15 روز,
,1,http://emalls.ir//files/shoplogo/uis515kr6g6v1y0n38h8fb54wvilm5s0jylty0mbmi18rdv3pv[medium].png,ایستا ارتباط,https://emalls.ir//Shop/20964/,20964,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20964,در حال همکاری با ایمالز,پیام محمدخانلو,۰۲۶۳۴۵۵۰۵۹۷,البرز یکم شاهین ویلا خیابان اول پ32 ایستا ارتباط,mr [dot] payammkh [at] gmail [dot] com,۵,"https://web.whatsapp.com/send?phone=989104714771,https://instagram.com/eista.ir,https://rubika.ir/eista.ir",سه شنبه ۲ بهمن,2025-01-21 15:39:53.300174+00:00,البرز - کرج,3 سال و 5 ماه و 8 روز,https://eista.ir/,دارد (یک ستاره) معتبر تا 6 ماه و 19 روز,
,1,http://emalls.ir//files/shoplogo/hoh62rbx2iis0vvkap0qigaa4nm34p1ptwx17hfviwdb1ml44i[medium].png,گوشی شاپ,https://emalls.ir//Shop/6/,6,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~6,در حال همکاری با ایمالز,میلاد عابدینی,۰۲۱۹۱۰۷۱۰۱۴, آرژانتین-ساعی - خیابان شهید احمد قصیر - خیابان سیزدهم - پلاک : 11.0 - طبقه : 6,info [at] GooshiShop [dot] com,۳.۵,,سه شنبه ۲ بهمن,2025-01-21 15:39:53.720231+00:00,تهران - تهران,9 سال و 6 ماه و 25 روز,https://gooshishop.com/,دارد (سه ستاره) معتبر تا 1 سال و 1 ماه و 1 روز,
467972841,1,http://emalls.ir//files/shoplogo/78wdgxkg7tjff0bjbnrwkq270pdpogumuas5mquhqdyzocqv1a[medium].png,انتخاب سنتر,https://emalls.ir//Shop/1000/,1000,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~1000,در حال همکاری با ایمالز,احسان   ارباب,۰۲۱۳۴۱۹۵,حصار بوعلی، کوچه فرهنگ سرا، خیابان پاسداران، پلاک: 800.0، مجتمع تجاری اداری اطلس مال، طبقه: هفتم، واحد: 711,esi2200 [at] yahoo [dot] com,۳.۹,https://instagram.com/entekhabcenter,سه شنبه ۲ بهمن,2025-01-21 15:39:54.091657+00:00,تهران - تهران,7 سال و 3 ماه و 25 روز,https://www.entekhabcenter.com/,دارد (چهار ستاره) معتبر تا 10 ماه و 19 روز,
,1,http://emalls.ir//files/shoplogo/rjuncj5dwapa1u7nzenzjpqoetjxwm33ip1ym43nnq0c2c3nu5[medium].png,هایپر تخفیفان,https://emalls.ir//Shop/4949/,4949,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~4949,در حال همکاری با ایمالز,کاوه اختیاری,۰۲۱۳۳۵۴۰۷۰۰,"امین حضور، خیابان ری، نبش کوچه آرزم، پلاک ۵۶۱، طبقه ۳، واحد ۶
",hypertakhfifan [at] gmail [dot] com	,۴.۲,,سه شنبه ۲ بهمن,2025-01-21 15:39:54.312509+00:00,تهران - تهران,4 سال و 4 ماه و 2 روز,https://www.hypertakhfifan.com/,دارد (یک ستاره),
467004234,1,http://emalls.ir//files/shoplogo/bxrj2go132vpoc5tmjwot1jrmw7p53zv6zblj2frc5kekb4sh4[medium].png, شهر فافا,https://emalls.ir//Shop/397/,397,اینترنتی و حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~397,در حال همکاری با ایمالز,احسان تمیس,۰۲۱۹۱۰۰۷۷۱۷," تهران، بخش : مرکزی، شهر: تهران، محله: کشاورز، خیابان ولیعصر، خیابان دانش کیان، پلاک: -33.0، طبقه: 1، واحد: 3،
",info [at] fafait [dot] ir ,۳.۷,"https://web.whatsapp.com/send?phone=989398011333,https://t.me/fafaitnet,https://instagram.com/fafaitnet,https://rubika.ir/fafaitnet",سه شنبه ۲ بهمن,2025-01-21 15:39:55.097652+00:00,تهران - تهران,9 سال و 2 ماه و 18 روز,https://fafait.net/,دارد (پنج ستاره) معتبر تا 11 ماه و 4 روز,
,1,http://emalls.ir//files/shoplogo/f1pte2rknunuzrn3y6w04nslywykgkl6lw2ezvd3fwczbv5r8i[medium].png,گامی نو دنا,https://emalls.ir//Shop/22242/,22242,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~22242,در حال همکاری با ایمالز,گامی نو دنا,۰۹۱۹۵۰۴۰۷۲۳,محله شهریار 1 ، بلوار رسول اکرم ، کوچه گلدیس ، پلاک 72 ، طبقه اول ، واحد 1 .,gaminodena [at] gmail [dot] com,۵,,سه شنبه ۲ بهمن,2025-01-21 15:39:55.311131+00:00,تهران - شهریار,3 سال و 3 ماه و 3 روز,https://gaminodena.com/,دارد (یک ستاره) معتبر تا 3 ماه,
