shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
3,http://emalls.ir//files/shoplogo/mbtuv62xjakzeetzdm4fkvh5hwpfcmz1oaqnbqe5geaftirb8t[medium].png,مهرتاب,https://emalls.ir//Shop/39098/,39098,اینترنتی,,,عدم همکاری با ایمالز,پیمان بهرامی,۰۲۱۲۶۳۲۳۹۰۳,شهید عراقی، خیابان شهید عباس ملکی نسب، کوچه اردیبهشت، پلاک: 3.0، طبقه: 1,bahramiseo [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:00.659035+00:00,تهران - تهران,--,https://mehrtob.com/,دارد (یک ستاره) معتبر تا 6 ماه و 23 روز,
5,http://emalls.ir//files/shoplogo/5wttuh7jt8l8a2x4zp76flkumsdb636nv2jbksrpvt3mvvpefb[medium].png,آرایشی لیلی بانو,https://emalls.ir//Shop/40156/,40156,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,لیلا اسدی,۰۷۱۵۴۳۴۴۱۵۷,مصلی، کوچه 16آیت الله کاشانی شرقی، کوچه 5بوستان[2اسد آبادی]، پلاک: 0.0، طبقه: همکف,f [dot] asadi246 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:00.907178+00:00,فارس - جهرم,1 سال و 24 روز,https://arayeshileilibano.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/grd8x8xoewq3zsw4816x84irhqmwui2w2pkr7xbumtkbvx05m6[medium].jpg,دنیای عطرمون,https://emalls.ir//Shop/27823/,27823,اینترنتی,,,قطع همکاری با ایمالز,آیلار نصیری,۰۲۱۸۸۰۵۷۲۸۹,محله: امیرآباد، بزرگراه کردستان، خیابان شهید محمد فرشی مقدم [16]، پلاک: 11.0،,aylar880 [dot] nasiri [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:01.601019+00:00,تهران - تهران,--,https://perfumemoonworld.ir/,دارد (صفر ستاره),
3,http://emalls.ir//files/shoplogo/qfruc8x72eyhgnsmjjx8rlcgspjc242gbj3czvlze705cphd58[medium].jpg,نانوپارسا,https://emalls.ir//Shop/40942/,40942,اینترنتی,,,عدم همکاری با ایمالز,پدیده سازان نانو پارسا ,۰۶۱۴۳۲۳۴۷۶۹,محله: نفتون، خیابان دکتر شریعتی، خیابان (( جباری ))، پلاک: 0.0، طبقه: همکف,nanoparsashop [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:02.181520+00:00,خوزستان - مسجدسلیمان,--,https://nanoparsa.com/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/rhjeewcfk06htnegv2vomua52sgxhzl14ckh8cgcgp1nudhzol[medium].png,تخفیف برتر,https://emalls.ir//Shop/980/,980,اینترنتی,,,عدم همکاری با ایمالز,پیمان  یادگار,۰۲۱۸۸۱۹۷۵۰۲,تهران - تهران - خیابان ولیعصر، بالاتر از میرداماد، بلوار ستاری، پلاک 72، واحد اول شرقی,peymanyadegar95 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:02.464508+00:00,تهران - تهران,--,http://www.takhfifbartar.com/,ندارد,
4,http://emalls.ir//files/shoplogo/g5zsifb461lsvfrpryy1d1oghbwzrzwo3qdk0ie0op7lty6id3[medium].png,گیتارپک,https://emalls.ir//Shop/2367/,2367,اینترنتی,,,قطع همکاری با ایمالز,حجت الله یاری زاده,۰۲۱۵۵۰۸۸۱۱۶,"تهران تهران بخش مرکزی ، شهر تهران، نازی آباد ، خیابان شهید علیرضا رجبی ، خیابان شهید قاسم رستمی ، پلاک -22 ، طبقه همکف - خیابان رجایی-خ رستمی
",hojatbours [at] gmail [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:02.724085+00:00,تهران - تهران,--,http://guitar512.ir/,دارد (یک ستاره),
7,http://emalls.ir//files/shoplogo/iw1nrax0dp14m8r4knsvcojii6pgrtsgy4yyflznvb57kdlyvj[medium].jpg,سبد تازه,https://emalls.ir//Shop/24354/,24354,اینترنتی,,,عدم همکاری با ایمالز,مژگان خورشاهی,۰۵۱۵۲۳۲۲۸۹,محله فرهنگیان ، خیابان بهورز 8(شهید فلاحی 13/5) ، کوچه بهورز8/6[4/7] ، پلاک 10 ، طبقه دوم ، واحد 5,mozhgankhorshahi [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:03.044467+00:00,خراسان رضوی - مشهد,--,https://sabadetazeh.com/,ندارد,
2,http://emalls.ir/src/shop-default.svg, تک تسمه,https://emalls.ir//Shop/36283/,36283,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,گروه صنعتي تك تسمه آسا ,۰۲۱۳۳۹۵۰۰۳۱,محله: سعدی جنوبی، کوچه شهیدمحمدسادات خوانساری، بن بست دوم، پلاک: 47.0، طبقه: 2,info [at] takbelt [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:03.305601+00:00,تهران - تهران,1 سال و 5 ماه و 8 روز,http://takbelt.com/,دارد (یک ستاره) معتبر تا 6 ماه و 17 روز,
5,http://emalls.ir//files/shoplogo/mk1rxjqd67oibt01458wd88r2riazfejo8fzh8rn8to5pmc60p[medium].png,نی نی بندر,https://emalls.ir//Shop/44298/,44298,اینترنتی,,,غیرفعال به دلیل نداشتن نماد,یاسر ابراهیمی,۰۷۶۳۲۲۵۴۰۶۷,بلوارسیدجمال الدین اسدآبادی خیابان شهید کازرونی مجتمع نیکان طبقه چهارم واحد 2,ninibandar [dot] com [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989010992724,https://instagram.com/city.sismooni",چهارشنبه ۳ بهمن,2025-01-22 15:36:03.443780+00:00,هرمزگان - بندر عباس,8 ماه و 12 روز,https://ninibandar.com/,دارد (یک ستاره) معتبر تا 1 سال و 26 روز,
3,http://emalls.ir//files/shoplogo/7mdi6ndy3qnzu8gdtpsg4ejuquflnx8azfpzwjwlcnc4go0ogp[medium].jpeg,تصفیه آب هیراب,https://emalls.ir//Shop/24353/,24353,اینترنتی,,,قطع همکاری با ایمالز,Arash Seyedin,۰۲۱۴۴۲۳۹۸۰۷,محله چیتگر ، خیابان شهید شیر محمد جوزانی غربی ، خیابان هیرمند ، پلاک 0 ، مجتمع مسکونی عرفان ، A1 ، طبقه 15 ، واحد 1153,Arash [dot] seyedin [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:03.768557+00:00,تهران - تهران,--,https://hyrab.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/vd536xe1p87mjn5q8f2oc8f4vgvfyak0aj12hshu0ddqmopnuv[medium].png,رویال کولر,https://emalls.ir//Shop/42247/,42247,اینترنتی,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42247,عدم همکاری با ایمالز, ایوب مولانی,۰۸۷۳۴۲۳۰۲۴۷,محله: مسجد خدری، خیابان شهدا، کوچه سوما 5، پلاک: 0.0، طبقه: همکف,Royalcooler22 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:04.037514+00:00,کردستان - بانه,--,https://royalcooler.com/,دارد (یک ستاره) معتبر تا 1 سال و 1 ماه و 12 روز,
3,http://emalls.ir//files/shoplogo/qob5y3dul0ej3lzgqmwqgixf56yc5w3fjgrak5pi5lztngp71r[medium].png,چرخ گردون,https://emalls.ir//Shop/31137/,31137,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد گل چینان ,۳۷۲۴۸۸۵۰,بلوار 22بهمن جنب کوچه بیوک,golchinan [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:04.354033+00:00,یزد - یزد,2 سال و 12 روز,https://charkhgardon.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/aqicl70itok7slzirr3n2wom4dxms1fbdwrlkioj1mc2ubls8n[medium].jpg,تهران دوچرخه ,https://emalls.ir//Shop/45448/,45448,اینترنتی,,,عدم همکاری با ایمالز, حمید رهبررنجی,۰۲۱۵۵۳۳۱۰۶۰,حشمتیه - خیابان مرودشت - کوچه امیر - پلاک : 20.0 - طبقه : 1,hamidrahb3 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:04.685525+00:00,تهران - تهران,--,https://tehrandocharkhe.com/,دارد (یک ستاره) معتبر تا 1 سال و 4 ماه و 3 روز,
3,http://emalls.ir/src/shop-default.svg,گالری بنفش,https://emalls.ir//Shop/35876/,35876,اینترنتی,,,عدم همکاری با ایمالز,مریم نوروزی,۰۹۰۵۵۸۶۵۱۴۲ - ۰۹۰۵۵۸۷۴۹۷۶,بخش : مرکزی، روستا: حومه، آبادی: پیشه ور، خیابان شهیدعلی یوسف زاده، بن بست توحید16، پلاک: 41.0، طبقه: همکف.,noruzimaryam889 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:04.966852+00:00,گیلان - رشت,--,https://galleery-baanafsh.ir/,دارد (صفر ستاره),
2,http://emalls.ir//files/shoplogo/rgdztek638kmxb6xloe8dxssbdm8caygkxgmzu7joewina5z0h[medium].png,قشم365,https://emalls.ir//Shop/27531/,27531,اینترنتی,,,عدم همکاری با ایمالز,سعید رجبی مجد,۰۷۶۳۵۲۴۹۰۵۹, شهرک الهیه، بلوار سپیدار، کوچه گل محمدی 1، پلاک: 0.0، طبقه: 1,saeed [dot] r [dot] majd [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:05.320170+00:00,هرمزگان - قشم,--,https://qeshm365.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/4myldr7lov8h1z1ssbd06366ps7qx51xb32awongifjulucfft[medium].jpg,ایمن ورک,https://emalls.ir//Shop/42692/,42692,اینترنتی,,,عدم همکاری با ایمالز,اکبر نصیرحصاری,۰۲۱۶۵۰۱۱۰۸۲,محله: میدان حسن آباد، کوچه شهید ابوالفضل شجاعی، بن بست فاضل سرجوئی، پلاک: -10.0، طبقه: همکف, info [at] imenwork [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:05.593856+00:00,تهران - تهران,--,https://imenwork.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/jzgmqy8zglkbhntnfhmkwx1k5xeod7ez33we5offntpugw07t8[medium].png,بلوط,https://emalls.ir//Shop/19171/,19171,اینترنتی,,,عدم همکاری با ایمالز,مهدی مهرپویا,۰۵۱۳۷۲۵۵۲۰۳,میدان سعدآباد خیابان صاحب الزمان 4,M [dot] mehrpooya1368 [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:06.160249+00:00,خراسان رضوی - مشهد,--,https://baloutmarket.ir/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/rzkq4jorxdvvclbdotqvd5ot5pg0eqiv1mgu35q588o0p0nf8s[medium].jpg,دیابت کالا,https://emalls.ir//Shop/3416/,3416,اینترنتی,,,قطع همکاری با ایمالز,دیابت کالا,۰۲۱-۶۶۲۶۶۸۷۰,تهران، بزرگراه فتح، خیابان خلیج فارس، نبش کوچه قربانی، پلاک333، طبقه3 واحد9,info [at] diabetkala [dot] com	,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:06.433728+00:00,تهران - تهران,--,http://www.diabetkala.com/,دارد (یک ستاره) معتبر تا 7 ماه,
2,http://emalls.ir//files/shoplogo/q0n0olmtxjycoci0ckbqe4aokqhrzkiju0eebwutttb1vnda6f[medium].png,لوازم خانگی امارات,https://emalls.ir//Shop/27815/,27815,اینترنتی,,,عدم همکاری با ایمالز,محمد زارعی,۰۷۶۳۵۳۷۰۱۸۵, محله: گیاهدان، خیابان گیاهدان، کوچه داریوش، پلاک: 0.0، طبقه: همکف،,zareitataloo [at] gmail [dot] com,۵,,چهارشنبه ۳ بهمن,2025-01-22 15:36:06.714326+00:00,هرمزگان - قشم,--,https://zmkala.com/,دارد (یک ستاره),
2,http://emalls.ir//files/shoplogo/b3dcaxmele1fe67w5lp3diuebtli7bpfzohpworwlb6jvgbrv3[medium].jpg,به دم,https://emalls.ir//Shop/36247/,36247,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,به دم فیلتر, ۰۴۱۳۴۷۸۳۱۱۶,محله: آبادانی مسکن، خیابان ابوریحان جنوبی، بلوار مهدیه، پلاک: 318.0، طبقه: 3,Air [dot] filter [dot] behdam [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:07.010245+00:00,آذربایجان شرقی - تبریز,1 سال و 5 ماه و 9 روز,https://behdamstore.ir/,دارد (صفر ستاره),
2,http://emalls.ir//files/shoplogo/ospiiu1705o5uy1mhvgt1vgnb1l5o2es72kghiq6nadvcxqp6h[medium].png,بدوار بازار گناوه,https://emalls.ir//Shop/27530/,27530,اینترنتی,,,غیرفعال به درخواست مدیر فروشگاه,محمد غلامی,۰۷۷۳۳۱۵۰۳۷۵,محله: امام زاده، کوچه ((محمدی))، کوچه ((امیدی))، پلاک: 0.0، طبقه: همکف,MOHAMMAD [dot] GHOLAMIII [at] GMAIL [dot] COM,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:07.572217+00:00,بوشهر - بندر گناوه,2 سال و 6 ماه و 7 روز,https://bodwar.com/,دارد (یک ستاره),
3,http://emalls.ir/src/shop-default.svg,الکترو بهزاد,https://emalls.ir//Shop/38656/,38656,اینترنتی,,,عدم همکاری با ایمالز,هادی بهزادی خوله,۰۲۱۳۳۹۷۵۴۳۴,خیابان لاله زار نو پاساژ چلچله طبقه اول پلاک 12,shafieimahdi1212 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:07.851104+00:00,تهران - تهران,--,https://electrobehzad.com/,دارد (صفر ستاره),
5,http://emalls.ir/src/shop-default.svg,نوماد مارکت,https://emalls.ir//Shop/44581/,44581,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,امیرحسام بهمن خواه,۰۲۱۴۶۱۴۵۶۲۱,چیتگر، بلوار علبمرادیان، سید علی، برج مهرگان یک، واحد ۱۰۰۱,bahmankhah1 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:08.238940+00:00,تهران - تهران,8 ماه و 8 روز,https://nomad.market/,,
2,http://emalls.ir//files/shoplogo/77ov17qcpzz4gm1nyvdhi34nvsnrv15wapyj4cfdq230itormo[medium].jpg,سیستم بازها,https://emalls.ir//Shop/42696/,42696,اینترنتی,,,قطع همکاری با ایمالز,محمدرسول رزمجوی مقدم,۰۱۳۳۳۵۲۵۵۸۴,محله: یخسازی (حافظ آباد)، کوچه شهیدسیروس قبادی، کوچه شهیدمحمدحسین کوچکی، پلاک: 0.0، طبقه: همکف,M [dot] rasoul723 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989367636074,چهارشنبه ۳ بهمن,2025-01-22 15:36:08.513025+00:00,گیلان - رشت,--,https://systembazha.com/,دارد (یک ستاره) معتبر تا 9 روز,
3,http://emalls.ir//files/shoplogo/rg2s0io52qa0gbm5fbnvrpbcswgvbee41g8pv0ndnlt58icfem[medium].png,سیالان,https://emalls.ir//Shop/32354/,32354,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,ابراهیم امام قلی,۰۲۱۶۶۸۶۶۹۹۹,محله: سلسبیل شمالی، خیابان خوش، خیابان آذربایجان، پلاک: 851.0، طبقه: 3، واحد: شمالی,sialan [dot] office[at]gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:08.903809+00:00,تهران - تهران,1 سال و 10 ماه و 12 روز,https://www.sialan.ir/,دارد (یک ستاره) معتبر تا 2 ماه و 24 روز,
3,http://emalls.ir//files/shoplogo/iw1nrax0dp14m8r4knsvcojii6pgrtsgy4yyflznvb57kdlyvj[medium].jpg,سبد تازه,https://emalls.ir//Shop/24354/,24354,اینترنتی,,,عدم همکاری با ایمالز,مژگان خورشاهی,۰۵۱۵۲۳۲۲۸۹,محله فرهنگیان ، خیابان بهورز 8(شهید فلاحی 13/5) ، کوچه بهورز8/6[4/7] ، پلاک 10 ، طبقه دوم ، واحد 5,mozhgankhorshahi [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:09.436381+00:00,خراسان رضوی - مشهد,--,https://sabadetazeh.com/,ندارد,
5,http://emalls.ir//files/shoplogo/6kbv7nd5lwtiomgcqze1qa0rbx1jdwhqylxo3rfrfe3g80ili3[medium].png,ناب سل,https://emalls.ir//Shop/47199/,47199,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد فلاحی,۰۲۱۴۴۷۶۳۳۸۵,محله : شهرک راه آهن - خیابان تالش - خیابان امیری صفت - دانشگاه تهران (پارامیس) - پلاک : 0.0 - طبقه : همکف - واحد : B6,naabsell [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:09.596347+00:00,تهران - تهران,6 ماه و 13 روز,https://naabsell.com/,دارد (یک ستاره) معتبر تا 1 سال و 3 ماه و 25 روز,
2,http://emalls.ir//files/shoplogo/2u2mikmu0buhf72lqeaenmav0i710ptte4raft01i0cs0fewej[medium].jpg,لیموکالا,https://emalls.ir//Shop/6946/,6946,اینترنتی,,,عدم همکاری با ایمالز,زینت سادات دهقانی,۰۵۱۳۳۴۳۹۲۱۷,فداییان اسلام ۲۳ پروین اعتصامی ۴ پلاک 345  طبقه همکف,zinta13692 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:10.115548+00:00,خراسان رضوی - مشهد,--,https://limookala.com/,دارد (یک ستاره),
5,http://emalls.ir//files/shoplogo/7qkqmd7jtasoewnrp1jecvmb5opqbh6rh55u6yj0rydgjvsf65[medium].png,امداد باتری,https://emalls.ir//Shop/33171/,33171,اینترنتی,,,عدم همکاری با ایمالز,محمد مصطفائی,۰۹۱۲۰۴۹۸۱۴۷,محله: کرج نو، کوچه تختی، بن بست (102)، پلاک: 6.0، طبقه: همکف,info [at] emdad-batry [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:10.271934+00:00,البرز - کرج,--,http://emdad-batry.ir/,دارد (یک ستاره) معتبر تا 3 ماه و 14 روز,
5,http://emalls.ir//files/shoplogo/l02v7bf23amsh8vivhwov4qcqbhwv28415ozaho2zaasnkk7kw[medium].jpg,هوم برند,https://emalls.ir//Shop/41301/,41301,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک, محمدعلی پشم فروش,۰۶۱۳۲۲۳۶۴۱۹,محله مرکز شهر ، خیابان شهید صابرپور ، خیابان شریعتی ، پلاک 0 ، طبقه دوم,homebrand [dot] ahvaz [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 15:36:10.409906+00:00,خوزستان - اهواز,11 ماه و 18 روز,https://homebrandshop.com/,دارد (یک ستاره) معتبر تا 5 ماه و 26 روز,
